code,name,series,element,tagemoji,tagname,wishlist,gen,owner,fought,frame,custom_frame,3D,morph,glow,bg,attack,defense,speed,hp,moves
nf6zq0,Mae,Fire Emblem Echoes: Shadows of Valentia,metal,N/A,N/A,1,1677,N/A,N/A,0,N/A,false,false,N/A,N/A,32,47,29,244,"Spi, Dra"
nf08ho,Mushibugyou,Mushibugyo,fire,N/A,N/A,0,672,N/A,N/A,0,N/A,false,false,N/A,N/A,52,27,38,247,"Mys, Ven"
nevd5e,Eleanora,Valkyrie Crusade,ice,N/A,N/A,0,1565,N/A,N/A,0,N/A,false,false,N/A,N/A,31,30,46,230,"Nec, Eth"
neuulr,Aero,Valkyrie Crusade,earth,N/A,N/A,0,616,N/A,N/A,0,N/A,false,false,N/A,N/A,26,34,41,200,"Har, Hol"
neui71,Viktor Vector,Cyberpunk 2077,earth,N/A,N/A,4,1451,N/A,N/A,0,N/A,false,false,N/A,N/A,62,46,30,222,"Har, Eth"
neq4wv,The Bug Master,Darkwing Duck,wind,N/A,N/A,0,156,N/A,N/A,0,N/A,false,false,N/A,N/A,43,62,56,272,"Sha, Bli"
neppa2,Mukai,Mob Psycho 100,fire,N/A,N/A,0,766,N/A,N/A,0,N/A,false,false,N/A,N/A,59,38,52,192,"Ato, Hol"
nep96e,Water Trooper,Tokyo Afterschool Summoners,metal,N/A,N/A,0,758,N/A,N/A,0,N/A,false,false,N/A,N/A,51,41,40,229,"Sha, Hel"
neo9a0,Koku Hanabata,My Hero Academia,void,N/A,N/A,2,904,N/A,N/A,0,N/A,false,false,N/A,N/A,45,51,53,192,"Ref, Har"
nel54c,Ryou Yoake,ReLIFE,ice,N/A,N/A,1,631,N/A,N/A,0,N/A,false,false,N/A,N/A,29,43,22,236,"Bod, Ato"
nekywz,Reiko Makigami,Infinite Stratos,light,N/A,N/A,2,966,N/A,N/A,0,N/A,false,false,N/A,N/A,34,35,23,219,"Vor, Ven"
nekr1y,Hitomi Sagan,AI: THE SOMNIUM FILES,earth,N/A,N/A,0,915,N/A,N/A,0,N/A,false,false,N/A,N/A,26,31,55,207,"Roc, Hol"
neiupa,Yumemi Yumemite,Kakegurui,metal,N/A,N/A,22,1196,N/A,N/A,0,N/A,false,false,N/A,N/A,44,48,54,273,"Tim, Mys"
nefko6,Masayoshi Shido,Persona 5,ice,N/A,N/A,1,1674,N/A,N/A,0,N/A,false,false,N/A,N/A,26,58,26,267,"Hel, Bod"
neffjm,Tu Si,Sword of the Stranger,wind,N/A,N/A,2,988,N/A,N/A,0,N/A,false,false,N/A,N/A,20,37,38,223,"Tim, Eth"
nef20e,Alev Von Silford,The Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far,metal,N/A,N/A,0,516,N/A,N/A,0,N/A,false,false,N/A,N/A,50,53,26,310,"Vis, Ref"
nea48h,Reiji Mukudori,Infinite Dendrogram,void,N/A,N/A,0,963,N/A,N/A,0,N/A,false,false,N/A,N/A,24,31,51,231,"Und, Vis"
ne9yd3,Meteon,Granblue Fantasy,ice,N/A,N/A,0,761,N/A,N/A,0,N/A,false,false,N/A,N/A,28,48,54,200,"Bod, Ref"
ne9sv1,Minato,Deca-Dence,ice,N/A,N/A,0,58,N/A,N/A,0,N/A,false,false,N/A,N/A,35,60,59,294,"Mys, Ser"
ne7ik5,Soba,Food Fantasy,wood,N/A,N/A,0,499,N/A,N/A,0,N/A,false,false,N/A,N/A,20,29,32,254,"Ser, Eth"
ne4lul,Erna,Valkyrie Crusade,wood,N/A,N/A,0,759,N/A,N/A,0,N/A,false,false,N/A,N/A,40,55,24,247,"Rot, Hel"
ne2wap,Hyakumantenbara Salome,Nijisanji,earth,N/A,N/A,24,1298,N/A,N/A,0,N/A,false,false,N/A,N/A,37,49,39,191,"Tem, Mys"
ne2cx5,Monaka Oyafune,A Certain Magical Index III,fire,N/A,N/A,0,538,N/A,N/A,0,N/A,false,false,N/A,N/A,46,60,76,202,"Dru, Roc"
ne06uv,Tsubaki Oribe,Please Twins,earth,N/A,N/A,0,659,N/A,N/A,0,N/A,false,false,N/A,N/A,42,31,34,210,"Har, Ven"
ndziph,Takafumi Yukawa,Kokkoku,ice,N/A,N/A,0,511,N/A,N/A,0,N/A,false,false,N/A,N/A,51,46,42,215,"Ser, Dra"
ndzeio,Ghost Examiner,Girls x Battle 2,fire,N/A,N/A,0,1122,N/A,N/A,0,N/A,false,false,N/A,N/A,46,40,23,305,"Und, Alm"
ndy86z,Boyd,Fire Emblem: Path of Radiance,light,N/A,N/A,0,572,N/A,N/A,0,N/A,false,false,N/A,N/A,34,39,23,219,"Hel, Sha"
ndv4mv,EVO 3,Girls Frontline,void,🔫,whatamifightingfor,0,1863,N/A,N/A,0,N/A,false,false,N/A,N/A,45,30,34,248,"Sha, Dru"
ndv104,Isami Kaede,Blue Archive,earth,N/A,N/A,3,566,N/A,N/A,0,N/A,false,false,N/A,N/A,52,35,60,337,"Mys, Out"
nduuae,Kazunari Miyoshi,A3! Act! Addict! Actors!,void,N/A,N/A,1,899,N/A,N/A,0,N/A,false,false,N/A,N/A,23,48,30,220,"Ato, Tau"
nduo9i,Sienne Merdein,Damn Reincarnation,fire,N/A,N/A,8,1765,N/A,N/A,0,N/A,false,false,N/A,N/A,47,48,28,241,"Ven, Dra"
nduiq4,Rie,Guardian Tales,fire,N/A,N/A,0,753,N/A,N/A,0,N/A,false,false,N/A,N/A,39,21,59,209,"Bli, Vor"
ndufes,Vector,Yu-Gi-Oh! ZEXAL,fire,N/A,N/A,2,703,N/A,N/A,0,N/A,false,false,N/A,N/A,25,57,51,230,"Dru, Spi"
ndu4z2,Ayame,Bleach,wood,N/A,N/A,1,1089,N/A,N/A,0,N/A,false,false,N/A,N/A,25,33,36,209,"Cos, Vor"
ndu13j,Xavier Thorpe,Wednesday,wind,N/A,N/A,17,289,N/A,N/A,0,N/A,false,false,N/A,N/A,32,36,39,255,"Eth, Ato"
ndswa4,Kara,God of War,ice,N/A,N/A,1,793,N/A,N/A,0,N/A,false,false,N/A,N/A,43,38,48,272,"Eth, Tau"
ndsieq,Soukyuu Tsuda,The Ambition of Oda Nobuna,ice,N/A,N/A,0,793,N/A,N/A,0,N/A,false,false,N/A,N/A,29,58,29,231,"Tim, Pur"
ndpnf9,Ryan,The Quarry,earth,N/A,N/A,6,183,N/A,N/A,0,N/A,false,false,N/A,N/A,49,43,39,211,"Nec, Spi"
ndp7xt,The Doctor,DEAD BY DAYLIGHT,ice,N/A,N/A,8,893,N/A,N/A,0,N/A,false,false,N/A,N/A,40,51,57,266,"Hol, Ser"
ndp629,Carly Nagisa,Yu-Gi-Oh! 5D's,fire,N/A,N/A,2,705,N/A,N/A,0,N/A,false,false,N/A,N/A,43,99,37,253,"Dru, Tim"
ndov12,Annand,Fire Emblem: Genealogy of the Holy War,fire,N/A,N/A,0,1347,N/A,N/A,0,N/A,false,false,N/A,N/A,40,28,28,210,"Vor, Roc"
ndotqk,Nikolai Krasotkin,The Empire of Corpses,light,N/A,N/A,0,366,N/A,N/A,0,N/A,false,false,N/A,N/A,49,42,38,277,"Dru, Har"
ndonv9,Ein Selnate,The Legend of Heroes: Trails in the Sky,metal,N/A,N/A,0,1623,N/A,N/A,0,N/A,false,false,N/A,N/A,46,42,36,267,"Cos, Mys"
ndok45,Numa Seika,Akame ga Kill!,light,N/A,N/A,2,1046,N/A,N/A,0,N/A,false,false,N/A,N/A,27,59,71,225,"Mys, Dru"
ndofkx,Kokoro Hasegawa,Smile Down the Runway,wood,N/A,N/A,0,53,N/A,N/A,0,N/A,false,false,N/A,N/A,34,20,31,219,"Und, Hyp"
ndnfk3,Rui,Demon Slayer,light,N/A,N/A,50,1946,N/A,N/A,0,N/A,false,false,N/A,N/A,53,50,48,200,"Und, Ven"
ndmisb,Sayo Izawa,Un-Go,ice,N/A,N/A,0,764,N/A,N/A,0,N/A,false,false,N/A,N/A,24,25,59,212,"Ser, Vis"
ndkdyt,Murasaki Shikibu,Fate/Grand Order,earth,N/A,N/A,8,1123,N/A,N/A,0,N/A,false,false,N/A,N/A,38,31,25,305,"Har, Dru"
ndk88w,Austerlitz,Mist Train Girls,metal,N/A,N/A,0,1833,N/A,N/A,0,N/A,false,false,N/A,N/A,40,37,51,291,"Und, Ser"
ndk4ec,Fels,Is It Wrong to Try to Pick Up Girls in a Dungeon? III,metal,N/A,N/A,0,633,N/A,N/A,0,N/A,false,false,N/A,N/A,35,49,36,208,"Spi, Pur"
ndk0v7,Eun Ji-Yoon,Tomb Raider King,wind,N/A,N/A,0,1368,N/A,N/A,0,N/A,false,false,N/A,N/A,28,58,33,190,"Hel, Dru"
ndjfzb,Sailor Pluto,Sailor Moon,light,N/A,N/A,29,1538,N/A,N/A,0,N/A,false,false,N/A,N/A,33,30,21,242,"Mys, Ato"
ndj3yo,Magnamon,Digimon Data Squad,light,N/A,N/A,0,616,N/A,N/A,0,N/A,false,false,N/A,N/A,55,31,39,301,"Tem, Ven"
ndiyyo,Stewie Griffin,Family Guy,metal,N/A,N/A,22,779,N/A,N/A,0,N/A,false,false,N/A,N/A,30,23,59,198,"Gra, Pur"
ndisrq,Keith Max,HELIOS Rising Heroes,fire,N/A,N/A,0,893,N/A,N/A,0,N/A,false,false,N/A,N/A,50,45,26,256,"Out, Har"
ndinnp,Angel Examiner,Girls x Battle 2,wood,N/A,N/A,0,516,N/A,N/A,0,N/A,false,false,N/A,N/A,26,25,51,267,"Spi, Dru"
ndibe2,Sova,Valorant,wood,N/A,N/A,34,990,N/A,N/A,0,N/A,false,false,N/A,N/A,33,50,36,241,"Hol, Hel"
ndi7tu,Jade,Fire Emblem Engage,wind,N/A,N/A,1,1228,N/A,N/A,0,N/A,false,false,N/A,N/A,37,53,38,224,"Bod, Ven"
ndi0ka,Niall Ardanach,Xenoblade Chronicles,void,N/A,N/A,0,1708,N/A,N/A,0,N/A,false,false,N/A,N/A,20,45,30,243,"Tau, Nec"
ndhx87,Taiga Fujimura,Fate/Stay Night,earth,N/A,N/A,2,1652,N/A,N/A,0,N/A,false,false,N/A,N/A,36,45,31,265,"Bli, Vis"
ndhsvw,Black★Rock Shooter,Black Rock Shooter,earth,N/A,N/A,27,1939,N/A,N/A,0,N/A,false,false,N/A,N/A,49,41,43,269,"Har, Ref"
ndhooo,Yushirou,Demon Slayer,metal,N/A,N/A,21,823,N/A,N/A,0,N/A,false,false,N/A,N/A,24,40,43,280,"Gra, Hol"
ndez7s,Masa,Blade & Soul,metal,N/A,N/A,0,849,N/A,N/A,0,N/A,false,false,N/A,N/A,33,40,32,262,"Roc, Vis"
ndeva3,Florentino,Arena of Valor,wood,N/A,N/A,25,528,N/A,N/A,0,N/A,false,false,N/A,N/A,21,37,37,207,"Roc, Tem"
ndese9,Cozy Glow,My Little Pony: Friendship Is Magic,metal,N/A,N/A,7,916,N/A,N/A,0,N/A,false,false,N/A,N/A,30,60,29,225,"Cos, Ser"
ndeqyq,Dark Crimson,Invaders of the Rokujyoma!?,earth,N/A,N/A,0,543,N/A,N/A,0,N/A,false,false,N/A,N/A,22,40,37,229,"Gra, Roc"
ndeock,Luna Lovegood,Harry Potter,void,N/A,N/A,44,964,N/A,N/A,0,N/A,false,false,N/A,N/A,39,25,20,233,"Hyp, Tem"
ndelw6,Cyno,Genshin Impact,wind,N/A,N/A,206,1048,N/A,N/A,0,N/A,false,false,N/A,N/A,31,23,51,294,"Gra, Vis"
ndeeqz,Yuuki Yuuna,Yuuki Yuuna is a Hero,fire,N/A,N/A,3,935,N/A,N/A,0,N/A,false,false,N/A,N/A,31,40,49,276,"Cos, Har"
nddxme,Tatsuya Enomoto,K-Project,ice,N/A,N/A,0,692,N/A,N/A,0,N/A,false,false,N/A,N/A,64,58,27,268,"Tem, Out"
ndd77m,Mistress 9,Sailor Moon,wood,N/A,N/A,0,779,N/A,N/A,0,N/A,false,false,N/A,N/A,23,20,32,259,"Bli, Alm"
ndd648,Asatent,Interspecies Reviewers,metal,N/A,N/A,0,538,N/A,N/A,0,N/A,false,false,N/A,N/A,58,36,54,263,"Out, Hol"
ndd3aw,Alette Claretie,Atelier Sophie: The Alchemist of the Mysterious Book,void,N/A,N/A,0,1298,N/A,N/A,0,N/A,false,false,N/A,N/A,37,50,49,213,"Eth, Ato"
ndcx02,Mikari Tachibana,2.5 Dimensional Seduction,light,N/A,N/A,4,991,N/A,N/A,0,N/A,false,false,N/A,N/A,54,40,49,197,"Vis, Cos"
ndcru5,Dalim Tweedle,Ikemen Revolution,wood,N/A,N/A,1,1138,N/A,N/A,0,N/A,false,false,N/A,N/A,31,21,52,236,"Pur, Cos"
ndci01,Fruit Candle,Valkyrie Crusade,wood,N/A,N/A,0,1864,N/A,N/A,0,N/A,false,false,N/A,N/A,39,40,39,240,"Hol, Har"
ndcelb,Kars,JoJo's Bizarre Adventure,wood,N/A,N/A,35,585,N/A,N/A,0,N/A,false,false,N/A,N/A,51,46,29,312,"Ser, Dru"
nda0al,Dylan Marshall,Modern Family,ice,N/A,N/A,5,821,N/A,N/A,0,N/A,false,false,N/A,N/A,76,43,100,266,"Tim, Nec"
nd9ry9,Unalaq,The Legend of Korra,ice,N/A,N/A,1,554,N/A,N/A,0,N/A,false,false,N/A,N/A,47,42,40,294,"Gra, Nec"
nd9m8d,Iori Kitagawa,Valvrave the Liberator,wind,N/A,N/A,0,1330,N/A,N/A,0,N/A,false,false,N/A,N/A,57,24,46,270,"Alm, Tau"
nd9jy0,Tonoyasu,One Piece,fire,N/A,N/A,0,959,N/A,N/A,0,N/A,false,false,N/A,N/A,38,32,38,208,"Tau, Tem"
nd9h6a,Rubble,PAW Patrol,metal,N/A,N/A,6,648,N/A,N/A,0,N/A,false,false,N/A,N/A,27,22,60,255,"Out, Bli"
nd9ag5,Altena,Fire Emblem: Genealogy of the Holy War,earth,N/A,N/A,0,1792,N/A,N/A,0,N/A,false,false,N/A,N/A,58,52,54,203,"Vor, Bod"
nd9696,Yachiyo Mei,Release the Spyce,metal,N/A,N/A,0,1897,N/A,N/A,0,N/A,false,false,N/A,N/A,67,31,29,198,"Har, Roc"
nd8kk4,Libra,Memento Mori,ice,N/A,N/A,0,1182,N/A,N/A,0,N/A,false,false,N/A,N/A,52,40,30,201,"Ven, Dra"
nd8h40,Shaco,League of Legends,earth,N/A,N/A,15,619,N/A,N/A,0,N/A,false,false,N/A,N/A,55,26,45,255,"Sha, Spi"
nd8ctk,Toko Hattori,THE iDOLM@STER Cinderella Girls,wood,N/A,N/A,0,1755,N/A,N/A,0,N/A,false,false,N/A,N/A,47,33,48,259,"Bod, Dra"
nd87on,Cyrus Albright,Octopath Traveler,fire,N/A,N/A,1,1557,N/A,N/A,0,N/A,false,false,N/A,N/A,91,53,30,215,"Out, Tim"
nd81jv,Siva,Hakata Tonkotsu Ramens,wood,N/A,N/A,0,676,N/A,N/A,0,N/A,false,false,N/A,N/A,26,36,51,192,"Tim, Gra"
nd7gfg,Dio Brando,JoJo's Bizarre Adventure,wood,💰,trade,397,1505,N/A,N/A,0,N/A,false,false,N/A,N/A,31,88,27,288,"Eth, Ref"
nd7624,Iskandar,Fate/Zero,wind,N/A,N/A,6,678,N/A,N/A,0,N/A,false,false,N/A,N/A,46,31,22,223,"Tau, Spi"
nd74yj,Lady,Chillin' in My 30s After Getting Fired from the Demon King's Army,metal,N/A,N/A,1,1183,N/A,N/A,0,N/A,false,false,N/A,N/A,39,22,46,267,"Bod, Vis"
nd4mze,Golden Freddy,Five Nights at Freddy's,wood,N/A,N/A,25,1351,N/A,N/A,0,N/A,false,false,N/A,N/A,26,41,44,237,"Sha, Hol"
nd4kl7,Deadpool,Marvel Cinematic Universe,fire,N/A,N/A,131,595,N/A,N/A,0,N/A,false,false,N/A,N/A,53,75,49,264,"Tem, Nec"
nd4djx,Bob,Despicable Me,light,N/A,N/A,15,1713,N/A,N/A,0,N/A,false,false,N/A,N/A,46,38,32,264,"Cos, Roc"
nd4bb1,Kayashima Otome,Girlfriend (Kari),light,N/A,N/A,0,815,N/A,N/A,0,N/A,false,false,N/A,N/A,25,91,32,192,"Vis, Cos"
nd41n2,Maru,xxxHolic,earth,N/A,N/A,5,696,N/A,N/A,0,N/A,false,false,N/A,N/A,23,40,26,260,"Gra, Pur"
nd3z4g,Soujuurou Shizuki,Mahoutsukai no Yoru,ice,N/A,N/A,1,1063,N/A,N/A,0,N/A,false,false,N/A,N/A,30,25,45,235,"Vis, Sha"
nd3c7l,Liechstenstein,Hetalia,wood,N/A,N/A,0,555,N/A,N/A,0,N/A,false,false,N/A,N/A,29,40,56,221,"Ven, Pur"
nd34dz,Princess Ruto,The Legend of Zelda: Ocarina of Time,fire,N/A,N/A,2,814,N/A,N/A,0,N/A,false,false,N/A,N/A,38,24,50,226,"Spi, Roc"
nd2vvq,Nanako Doujima,Persona 4,wood,N/A,N/A,5,847,N/A,N/A,0,N/A,false,false,N/A,N/A,37,56,38,193,"Tim, Cos"
nd2iqr,Juney,THE iDOLM@STER Cinderella Girls,wood,N/A,N/A,4,532,N/A,N/A,0,N/A,false,false,N/A,N/A,23,32,32,190,"Mys, Nec"
nd20jg,Rin Vispose,Our Last Crusade or the Rise of a New World,fire,N/A,N/A,0,626,N/A,N/A,0,N/A,false,false,N/A,N/A,41,58,31,200,"Dru, Dra"
nd1z8d,Eka's Daughter,Ghost in the Shell: Stand Alone Complex,void,N/A,N/A,0,767,N/A,N/A,0,N/A,false,false,N/A,N/A,58,44,27,231,"Ser, Nec"
nd1xtq,Shinobu Kudo,THE iDOLM@STER Cinderella Girls,metal,N/A,N/A,0,849,N/A,N/A,0,N/A,false,false,N/A,N/A,40,39,40,230,"Hol, Nec"
nczhh8,Shiori,Evertale,metal,N/A,N/A,0,1666,N/A,N/A,0,N/A,false,false,N/A,N/A,43,21,55,271,"Ven, Roc"
nczbkp,Dushevnaya,Neural Cloud,earth,N/A,N/A,0,1047,N/A,N/A,0,N/A,false,false,N/A,N/A,24,28,41,226,"Roc, Hol"
ncz2lu,Pom-Pom,Honkai Star Rail,ice,N/A,N/A,44,196,N/A,N/A,0,N/A,false,false,N/A,N/A,51,58,22,196,"Mys, Und"
ncyv8q,Destiny,Takt Op. Destiny,wind,💰,trade,270,1742,N/A,N/A,0,N/A,false,false,N/A,N/A,63,70,30,266,"Nec, Pur"
ncyesv,Kurena Saigou,Assault Lily,light,N/A,N/A,0,1498,N/A,N/A,0,N/A,false,false,N/A,N/A,34,48,52,230,"Vor, Roc"
ncyccj,Nanami Akasaki,Sacred Seven,ice,N/A,N/A,0,551,N/A,N/A,0,N/A,false,false,N/A,N/A,58,33,23,309,"Bli, Hol"
ncx0of,Olwen,Fire Emblem: Thracia 776,void,N/A,N/A,3,853,N/A,N/A,0,N/A,false,false,N/A,N/A,32,50,27,228,"Vor, Hol"
ncu2en,Nao Yokoyama,THE iDOLM@STER Million Live!,ice,N/A,N/A,0,1588,N/A,N/A,0,N/A,false,false,N/A,N/A,47,48,47,205,"Tau, Und"
nctzma,Ethnia,Valkyrie Crusade,metal,N/A,N/A,0,1440,N/A,N/A,0,N/A,false,false,N/A,N/A,20,23,20,204,"Hol, Bod"
nctm7b,May,Shadow Fight,ice,N/A,N/A,0,1026,N/A,N/A,0,N/A,false,false,N/A,N/A,26,24,55,206,"Vis, Tem"
ncth3x,Rpr,Independent VTubers,light,N/A,N/A,1,1467,N/A,N/A,0,N/A,false,false,N/A,N/A,56,100,26,246,"Hel, Nec"
nctfqy,Lady Whosits,Star vs. the Forces of Evil,light,N/A,N/A,0,349,N/A,N/A,0,N/A,false,false,N/A,N/A,32,40,44,220,"Ven, Bli"
ncslik,Pharynx,My Little Pony: Friendship Is Magic,wind,N/A,N/A,1,1061,N/A,N/A,0,N/A,false,false,N/A,N/A,22,38,46,224,"Out, Ref"
ncshqi,Gae Bulg,Valkyrie Crusade,light,N/A,N/A,0,1792,N/A,N/A,0,N/A,false,false,N/A,N/A,59,61,98,255,"Eth, Ato"
ncsci4,Sarah,"Ed, Edd n Eddy",fire,N/A,N/A,1,658,N/A,N/A,0,N/A,false,false,N/A,N/A,56,50,23,196,"Cos, Bod"
ncs0qk,Jian,LIGHTSUM,fire,N/A,N/A,1,532,N/A,N/A,0,N/A,false,false,N/A,N/A,49,32,38,214,"Cos, Tau"
ncov0f,Na Goeun,PURPLE KISS,ice,N/A,N/A,4,778,N/A,N/A,0,N/A,false,false,N/A,N/A,53,48,55,203,"Gra, Hel"
ncotjh,Michel Lemon,Full Metal Panic!,void,N/A,N/A,0,615,N/A,N/A,0,N/A,false,false,N/A,N/A,29,58,78,252,"Nec, Hyp"
ncohfa,Alecto,Valkyrie Crusade,wood,N/A,N/A,0,671,N/A,N/A,0,N/A,false,false,N/A,N/A,37,27,57,224,"Vis, Hyp"
ncnwoh,Dechou Dong,GATE,metal,N/A,N/A,0,418,N/A,N/A,0,N/A,false,false,N/A,N/A,56,27,53,213,"Pur, Alm"
nclt25,Zabimaru (Male),Bleach,void,N/A,N/A,4,583,N/A,N/A,0,N/A,false,false,N/A,N/A,52,58,56,210,"Bod, Ref"
ncjuhb,Mayu Kozue,Magia Record,wind,N/A,N/A,2,1385,N/A,N/A,0,N/A,false,false,N/A,N/A,20,40,33,194,"Tim, Spi"
ncjfl2,Mayumi Nishikino,The Kawai Complex Guide to Manors and Hostel Behavior,metal,N/A,N/A,1,662,N/A,N/A,0,N/A,false,false,N/A,N/A,58,45,27,239,"Pur, Out"
ncjd4t,Emperor,Splatoon,wood,N/A,N/A,3,865,N/A,N/A,0,N/A,false,false,N/A,N/A,72,21,47,204,"Eth, Vis"
ncja2k,French Fries,Foodie,wood,N/A,N/A,20,1800,N/A,N/A,0,N/A,false,false,N/A,N/A,54,23,25,192,"Mys, Gra"
ncj7qn,Vegan Eldriel,Peter Grill and the Philosopher's Time,ice,N/A,N/A,2,531,N/A,N/A,0,N/A,false,false,N/A,N/A,23,52,37,193,"Bli, Rot"
ncj2li,Toby Determined,Gravity Falls,wind,N/A,N/A,3,962,N/A,N/A,0,N/A,false,false,N/A,N/A,57,27,21,209,"Har, Out"
nciow8,Heihachi Mishima,Tekken,wood,N/A,N/A,6,1909,N/A,N/A,0,N/A,false,false,N/A,N/A,34,30,55,230,"Alm, Hel"
ncij01,Player Killer of Darkness,Yu-Gi-Oh!,earth,N/A,N/A,1,1139,N/A,N/A,0,N/A,false,false,N/A,N/A,42,70,36,269,"Eth, Hol"
ncicsi,Linda-058,Halo,metal,N/A,N/A,4,1268,N/A,N/A,0,N/A,false,false,N/A,N/A,55,59,51,288,"Hel, Vor"
ncib26,Water Yaksha,Tokyo Afterschool Summoners,metal,N/A,N/A,0,750,N/A,N/A,0,N/A,false,false,N/A,N/A,60,30,30,193,"Hyp, Nec"
nci9ly,Deathwing,World of Warcraft,void,N/A,N/A,2,1516,N/A,N/A,0,N/A,false,false,N/A,N/A,31,39,27,268,"Har, Hyp"
nchtv7,Satoru Kaneda,Classroom of the Elite,wood,N/A,N/A,6,703,N/A,N/A,0,N/A,false,false,N/A,N/A,37,22,57,257,"Ven, Hyp"
nchkrj,Sweetie Belle,My Little Pony: Friendship Is Magic,light,N/A,N/A,1,1005,N/A,N/A,0,N/A,false,false,N/A,N/A,54,32,29,206,"Cos, Pur"
nchhq7,Eunha,No Love Zone,wood,N/A,N/A,2,659,N/A,N/A,0,N/A,false,false,N/A,N/A,21,24,54,251,"Tem, Ven"
ncgtun,Phein,Live A Hero,ice,N/A,N/A,0,611,N/A,N/A,0,N/A,false,false,N/A,N/A,29,60,47,197,"Und, Spi"
nceiy9,God,Family Guy,wood,N/A,N/A,3,1859,N/A,N/A,0,N/A,false,false,N/A,N/A,32,42,54,204,"Ref, Spi"
nceh0g,Kokkoro Natsume,Princess Connect! Re Dive,earth,👸,priconne,42,544,N/A,N/A,0,N/A,false,false,N/A,N/A,42,22,31,264,"Vor, Hyp"
nce95m,Jagen,Fire Emblem: Shadow Dragon,void,N/A,N/A,1,689,N/A,N/A,0,N/A,false,false,N/A,N/A,56,44,26,271,"Roc, Spi"
nce7jr,Army,Steven Universe,wind,N/A,N/A,3,1646,N/A,N/A,0,N/A,false,false,N/A,N/A,26,38,49,207,"Hol, Vor"
nce64a,Arpeggio el Lalena,GATE,earth,N/A,N/A,0,881,N/A,N/A,0,N/A,false,false,N/A,N/A,47,57,29,255,"Ser, Nec"
ncceoh,Rubens,Palette Parade,light,N/A,N/A,0,634,N/A,N/A,0,N/A,false,false,N/A,N/A,47,49,51,216,"Out, Eth"
nccd22,Magikarp,Pokemon Generation I,wood,N/A,N/A,4,552,N/A,N/A,0,N/A,false,false,N/A,N/A,22,34,29,279,"Dru, Rot"
ncc532,Akane Watanabe,Assault Lily,fire,N/A,N/A,0,1672,N/A,N/A,0,N/A,false,false,N/A,N/A,60,48,46,288,"Har, Bli"
ncbxjk,Suzuka Shinoyama,Dead Mount Death Play,ice,N/A,N/A,0,1051,N/A,N/A,0,N/A,false,false,N/A,N/A,30,60,31,315,"Bod, Gra"
ncbtv1,Hiyori Iki,Noragami,wind,N/A,N/A,48,504,N/A,N/A,0,N/A,false,false,N/A,N/A,30,59,56,287,"Tim, Ato"
ncbo9s,Trunks,Dragon Ball,fire,N/A,N/A,24,789,N/A,N/A,0,N/A,false,false,N/A,N/A,29,27,44,280,"Tem, Hel"
ncbggb,Ibuki-douji,Fate/Grand Order,void,N/A,N/A,6,838,N/A,N/A,0,N/A,false,false,N/A,N/A,51,54,46,228,"Alm, Dru"
nc8wzg,Kar98k,Girls Frontline,earth,🔫,whatamifightingfor,4,1933,N/A,N/A,0,N/A,false,false,N/A,N/A,63,44,28,196,"Alm, Ato"
nc8uds,Sailor Star Fighter,Sailor Moon,earth,N/A,N/A,3,1821,N/A,N/A,0,N/A,false,false,N/A,N/A,51,33,58,216,"Nec, Bli"
nc8p1z,MUL-T,Risk of Rain 2,fire,N/A,N/A,2,1498,N/A,N/A,0,N/A,false,false,N/A,N/A,50,57,23,195,"Und, Rot"
nc8ks2,Ruka Rengoku,Demon Slayer,wind,N/A,N/A,16,1455,N/A,N/A,0,N/A,false,false,N/A,N/A,28,29,45,219,"Dru, Vor"
nc8hgu,Chloe,Fire Emblem Engage,wood,N/A,N/A,6,1165,N/A,N/A,0,N/A,false,false,N/A,N/A,45,26,40,246,"Eth, Gra"
nc3o2w,Sailor Pluto,Sailor Moon,fire,N/A,N/A,29,1134,N/A,N/A,0,N/A,false,false,N/A,N/A,79,26,55,255,"Alm, Rot"
nc3lpp,Neco Arc Chaos,Carnival Phantasm,ice,N/A,N/A,17,1749,N/A,N/A,0,N/A,false,false,N/A,N/A,24,44,43,212,"Hyp, Ref"
nc3jn3,Gina Gray,Peaky Blinders,wind,N/A,N/A,3,568,N/A,N/A,0,N/A,false,false,N/A,N/A,41,24,33,250,"Gra, Spi"
nc3hxn,Maid Mask,High-Rise Invasion,metal,N/A,N/A,7,925,N/A,N/A,0,N/A,false,false,N/A,N/A,23,56,40,195,"Cos, Gra"
nc3efx,Dr. MEI,Honkai Impact 3rd,metal,N/A,N/A,8,1559,N/A,N/A,0,N/A,false,false,N/A,N/A,49,25,20,253,"Out, Spi"
nc3cih,Kyoichiro Yozakura,Mission: Yozakura Family,wind,N/A,N/A,0,614,N/A,N/A,0,N/A,false,false,N/A,N/A,22,28,23,256,"Mys, Tau"
nc391r,Mitama Yakumo,Magia Record,wood,N/A,N/A,3,542,N/A,N/A,0,N/A,false,false,N/A,N/A,30,25,25,242,"Pur, Alm"
nc2p15,Kai Green,Ben 10,fire,N/A,N/A,0,209,N/A,N/A,0,N/A,false,false,N/A,N/A,43,21,59,242,"Bod, Har"
